credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,all_other,0.1284,100.86,11.08201946,4.89,687,15.123287671232877,2305,31.6,1,0,0,1
1,debt_consolidation,0.1379,477.06,11.3736634,17.26,702,19.068493150684933,43998,87.6,0,0,0,1
1,debt_consolidation,0.1284,302.57,10.71441777,9.68,712,18.411073060273974,2058,4.2,0,1,0,0
1,home_improvement,0.1442,550.13,11.36214909,4.35,687,18.904109589041095,13171,25.3,3,1,0,0
1,credit_card,0.1474,328.1,10.74879772,19.81,672,19.31518264931507,28594,67.0,2,0,0,0
1,debt_consolidation,0.1853,706.5,11.00209984,13.88,662,4.356278539726027,0,0.0,1,0,0,0
1,all_other,0.1189,49.75,10.23981692,5.62,752,4.27408675890411,47,1.6,2,0,0,0
1,debt_consolidation,0.1221,359.81,11.32659589,12.68,717,18.657648402739728,23722,51.8,0,0,0,1
1,small_business,0.1253,836.66,12.33490552,7.9,747,12.821917808219178,9393,16.0,1,0,0,0
1,debt_consolidation,0.0963,385.14,12.25486281,13.14,762,26.03824200821918,56967,28.3,2,0,0,0
1,all_other,0.1221,133.26,10.71441777,19.81,712,8.465867580821918,9754,61.3,1,0,0,0
1,home_improvement,0.1316,185.74,10.12262308,23.52,692,7.8083333342465755,22479,86.8,2,0,0,1
1,debt_consolidation,0.1474,248.67,9.852194257999999,15.47,697,3.4521689506849316,7249,47.1,0,0,0,0
1,debt_consolidation,0.0963,577.7,10.55174196,4.05,772,38.81369863013698,8259,42.8,2,0,0,0
1,debt_consolidation,0.1347,508.84,11.46167427,11.89,702,12.328881279452055,31565,68.3,0,0,0,1
1,educational,0.1695,171.01,9.61580548,9.36,662,3.471347032876712,2368,84.6,1,0,0,1
1,debt_consolidation,0.1442,481.36,11.73606902,13.27,682,23.213698630136985,30160,33.1,2,1,0,0
1,credit_card,0.1347,169.62,11.31447453,15.2,682,14.613812786301372,28637,63.3,0,1,0,0
1,debt_consolidation,0.1316,236.4,10.43399815,18.85,697,7.235616438356164,566,8.2,3,2,0,1
1,small_business,0.1284,403.42,11.22524339,22.45,732,12.082191780821917,11194,32.9,3,0,0,0
1,credit_card,0.1253,267.73,10.75798798,9.32,712,12.252054794520548,3489,42.5,1,0,0,0
1,all_other,0.1537,278.77,11.22524339,10.03,667,9.287785389041096,2646,22.2,2,0,0,0
1,debt_consolidation,0.1379,477.06,10.81977828,3.7,707,7.068493150684931,14499,63.0,3,1,0,0
1,all_other,0.1568,525.03,10.30895266,2.68,682,3.290525115068493,3004,27.1,2,0,0,0
1,major_purchase,0.0737,111.77,11.03495418,3.5,777,18.164383561643834,5514,19.5,0,0,0,0
1,all_other,0.1379,340.76,10.91508846,19.83,707,4.109589041095891,7284,29.0,0,0,0,0
1,all_other,0.1379,511.14,11.27720313,3.08,752,12.0,2149,17.5,7,0,0,0
1,debt_consolidation,0.1284,705.98,11.12726298,18.09,727,10.60285388219178,22289,49.8,1,0,0,0
1,home_improvement,0.0963,481.42,11.69524702,2.93,802,12.169863013698631,7265,11.7,0,0,0,0
1,debt_consolidation,0.1189,431.14,10.93364254,20.11,737,13.808333334246576,12755,64.4,0,0,0,0
1,all_other,0.1379,286.24,11.40756495,15.05,682,13.64394977260274,26295,70.3,0,1,0,0
1,small_business,0.0932,223.63,10.81977828,7.8,742,10.191780821917808,5749,33.8,0,0,0,0
1,debt_consolidation,0.1348,678.49,11.64745636,14.67,702,13.811073060273973,22908,59.2,3,0,0,0
1,small_business,0.0963,77.03,10.04324949,2.14,727,14.630251142465754,948,13.5,1,0,1,0
1,all_other,0.1474,690.74,11.22524339,0.32,702,7.726141553424657,2229,14.1,0,0,0,0
1,debt_consolidation,0.0932,319.47,10.645424900000002,24.37,757,9.287785389041096,1711,24.1,2,0,0,0
1,debt_consolidation,0.1284,228.61,10.87804719,11.59,707,5.605593608219179,7398,70.5,1,0,0,0
1,small_business,0.1505,277.53,10.62132735,10.62,682,8.95890410958904,6933,82.5,1,0,0,0
1,small_business,0.1284,840.45,11.15625052,3.02,757,21.452168950684932,2906,4.5,0,1,0,0
1,credit_card,0.0963,192.57,10.34817337,22.46,732,7.232876712328767,11049,28.3,0,0,0,0
1,credit_card,0.16,351.58,11.62625415,17.94,662,11.835616438356164,15206,38.0,2,1,0,0
1,all_other,0.1695,160.33,10.83958091,5.65,662,7.153424657534247,1925,96.2,0,1,0,0
1,small_business,0.08,112.81,10.46310334,9.74,737,9.205479452054794,9376,41.5,0,0,0,0
1,credit_card,0.1316,303.94,10.4341158,21.46,717,15.04109589041096,12439,55.8,0,0,0,0
1,all_other,0.08,125.35,10.95080655,12.21,767,10.685045663013698,60506,31.9,2,0,0,0
1,debt_consolidation,0.1189,90.38,9.809176873,10.55,727,6.657648402739726,7226,51.6,0,0,0,0
1,debt_consolidation,0.1284,168.09,10.49750477,11.59,707,4.520662101369863,4516,30.9,0,0,0,0
1,debt_consolidation,0.1568,525.03,11.35050065,22.16,672,8.136986301369863,24143,59.5,1,0,0,1
1,credit_card,0.0963,320.95,10.30092049,7.38,777,13.972602739726028,2770,9.1,0,1,0,0
1,debt_consolidation,0.1189,497.46,11.15625052,6.19,747,7.397374430136987,16476,43.1,0,0,0,0
1,credit_card,0.1568,420.02,11.73610102,10.54,667,13.31518264931507,15187,87.3,0,1,0,0
1,home_improvement,0.1392,382.34,10.41271189,18.07,682,9.04109589041096,6720,88.4,3,0,0,1
1,debt_consolidation,0.0737,108.66,11.08214255,7.68,782,14.630251142465754,4991,7.7,0,0,0,0
1,credit_card,0.0963,115.54,10.37349118,15.11,717,7.5450913232876715,12811,41.5,1,0,0,0
1,debt_consolidation,0.1379,340.76,11.00209984,15.14,697,13.150684931506849,10852,64.2,1,0,1,1
1,debt_consolidation,0.1347,135.7,11.00209984,17.86,682,10.273972602739725,1267,31.7,0,0,0,1
1,credit_card,0.1253,381.52,10.81977828,14.5,722,12.822031964383562,8775,48.0,0,0,0,0
1,all_other,0.1442,515.74,10.95954023,21.54,682,6.2465753424657535,4649,43.4,0,0,0,0
1,credit_card,0.1442,515.74,11.56171563,15.61,697,5.589155252054795,12352,34.7,1,0,1,0
1,debt_consolidation,0.0963,481.42,12.15477935,9.64,772,23.34257990958904,12228,17.5,1,0,0,0
1,debt_consolidation,0.1537,69.7,11.06657586,15.45,667,11.178082191780822,16181,96.3,1,1,0,0
1,home_improvement,0.1379,511.14,10.71441777,6.72,697,10.52340182739726,14244,29.6,0,0,0,0
1,educational,0.1253,200.8,10.08580911,11.85,702,12.167123287671233,153,25.5,1,0,0,0
1,debt_consolidation,0.1347,183.19,10.2606024,18.18,687,7.479566210958904,3647,66.3,0,0,0,0
1,debt_consolidation,0.1411,219.07,10.71441777,16.05,692,8.136986301369863,8959,90.5,0,0,0,0
1,debt_consolidation,0.1568,525.03,10.92773543,22.3,677,8.630251142465754,28473,88.3,1,0,0,0
1,small_business,0.1253,150.6,11.0744205,22.47,717,26.794520547945204,8596,90.5,0,0,0,0
1,debt_consolidation,0.16,527.36,11.03488966,7.39,672,21.369977169863017,11307,50.0,3,0,0,0
1,small_business,0.0963,160.48,10.4341158,0.39,747,9.53436073150685,1063,6.2,4,0,0,0
1,small_business,0.1505,520.37,11.28978191,11.38,677,12.082191780821917,31724,90.4,2,0,0,1
1,major_purchase,0.1284,151.29,10.59663473,1.95,722,12.169863013698631,337,3.0,2,0,0,0
1,all_other,0.1442,279.36,9.392661928999999,0.0,687,14.227397260273973,0,0.0,0,1,0,0
1,small_business,0.1537,174.24,10.71441777,7.55,692,3.9452054794520546,11369,80.6,0,0,0,0
1,debt_consolidation,0.0963,192.57,10.81977828,9.1,732,10.027397260273972,1825,15.6,2,0,0,0
1,small_business,0.08,219.36,11.77528973,3.78,762,13.72614155342466,20488,24.7,1,0,0,0
1,small_business,0.08,313.37,11.33857208,2.63,802,11.835730594520548,5390,10.4,0,0,0,0
1,debt_consolidation,0.1442,206.3,9.980448594,18.39,677,5.178082191780822,11297,85.6,1,0,0,0
1,debt_consolidation,0.1411,205.38,10.46321762,16.76,677,9.863013698630137,1243,22.6,0,1,0,0
1,debt_consolidation,0.0963,320.95,11.2771525,19.9,752,9.04109589041096,4474,82.9,4,0,0,1
1,all_other,0.1695,178.14,11.60823564,14.95,677,19.15068493150685,49238,48.3,0,4,0,0
1,debt_consolidation,0.1347,407.08,10.96439797,17.74,697,16.19178082191781,11401,83.2,0,0,0,1
1,small_business,0.0963,385.14,11.35040654,22.11,752,15.205479452054794,13073,16.5,0,0,0,0
1,debt_consolidation,0.1531,487.42,11.08214255,23.13,682,10.27408675890411,13641,97.4,0,0,1,0
1,credit_card,0.0963,192.57,12.61153775,5.74,727,16.98904109589041,132103,14.2,0,0,1,0
1,all_other,0.0932,51.12,10.34174248,19.21,727,12.657648402739728,714,10.1,3,0,1,0
1,debt_consolidation,0.1411,342.29,10.91501573,16.52,682,21.780936073972605,18707,73.4,1,0,0,0
1,debt_consolidation,0.16,506.27,10.4341158,14.86,667,7.890410958904109,8969,53.7,0,0,0,0
1,credit_card,0.1287,134.54,9.966462352,10.08,702,3.9450913232876714,4428,59.0,0,0,0,0
1,small_business,0.0963,481.42,11.60823564,5.65,777,14.712442923287673,25476,16.5,1,0,0,0
1,all_other,0.0963,70.61,10.645424900000002,21.77,722,8.136986301369863,14544,38.0,0,0,0,0
1,educational,0.1284,504.27,11.16194854,11.42,722,13.479566210958906,27576,73.7,1,0,0,0
1,small_business,0.1347,251.88,10.17732422,12.68,697,10.191780821917808,16280,74.7,0,0,0,1
1,credit_card,0.1347,182.34,10.16585182,23.68,687,6.2465753424657535,16757,85.1,0,0,0,0
1,debt_consolidation,0.1284,336.18,10.81977828,17.26,707,15.287785389041098,12013,42.5,3,1,0,0
1,credit_card,0.1379,163.57,10.79957558,2.45,672,5.095890410958904,8757,67.9,0,0,0,0
1,small_business,0.08,188.02,10.1266311,12.62,762,14.23013698630137,8440,17.1,3,0,0,0
1,credit_card,0.08,188.02,10.69194491,16.96,757,12.164383561643836,3628,9.3,0,0,0,0
1,debt_consolidation,0.1189,215.57,9.952277717000001,8.57,722,8.794634704109589,9317,53.6,1,0,0,1
1,home_improvement,0.1316,151.97,9.392661928999999,11.5,742,12.41381278630137,3954,24.0,5,0,0,0
1,credit_card,0.0932,319.47,10.77895629,20.07,752,17.013698630136986,8903,77.4,0,0,0,0
1,all_other,0.0768,187.15,11.42081018,1.29,777,11.506963471232877,5921,10.5,0,0,0,0
1,debt_consolidation,0.1411,438.13,11.41420949,20.33,702,13.3149543369863,32785,91.8,3,0,0,0
1,all_other,0.08,172.35,10.30895266,0.8,802,10.947945205479453,527,1.0,0,0,0,0
1,debt_consolidation,0.1189,132.66,10.29336514,5.81,757,5.178082191780822,65,0.9,0,0,0,0
1,credit_card,0.1189,82.91,9.998615897999999,17.13,707,8.465867580821918,9847,44.4,1,1,0,0
1,credit_card,0.1189,497.46,11.95761129,5.2,752,8.301484019178082,6077,7.8,1,0,0,0
1,credit_card,0.1505,499.56,10.65725935,7.0,677,12.411073060273974,7854,81.0,0,0,0,0
1,all_other,0.1347,169.62,10.91501573,8.66,707,4.191780821917808,5337,56.2,0,0,0,0
1,all_other,0.1189,182.41,10.59663473,19.54,722,22.438470320547946,919,6.1,0,0,0,0
1,debt_consolidation,0.1411,212.22,10.16585182,12.97,677,9.123287671232877,1365,40.1,1,1,0,0
1,debt_consolidation,0.1474,518.06,11.3736634,23.49,682,12.328881279452055,28766,0.1,1,0,0,0
1,major_purchase,0.0963,320.95,11.15625052,4.08,762,7.397374430136987,110,11.0,0,0,0,0
1,debt_consolidation,0.1442,515.74,11.44035477,15.81,692,19.232876712328768,25892,89.0,1,0,1,0
1,all_other,0.1221,99.95,10.15019137,8.25,767,5.095890410958904,72,2.8,1,0,0,0
1,debt_consolidation,0.1635,176.65,11.32779998,7.52,662,3.202739726027397,25505,60.7,2,0,0,0
1,all_other,0.1189,165.82,10.59653473,7.14,737,27.698744301369864,8773,57.2,0,1,0,0
1,educational,0.0963,107.52,11.25544923,7.3,717,9.369977169863013,14578,56.1,0,0,0,0
1,credit_card,0.1221,204.89,10.28874995,22.2,707,6.515182649315069,15509,53.5,1,0,0,0
1,all_other,0.1189,397.97,10.59663473,21.36,732,13.479566210958906,22026,65.9,1,0,0,0
1,educational,0.179,108.3,11.88448902,19.97,672,28.685045671232878,29748,51.3,0,1,0,0
1,debt_consolidation,0.1663,532.05,11.00126616,11.15,667,12.082191780821917,13672,93.8,1,0,0,1
1,debt_consolidation,0.1347,395.2,10.96812932,13.28,692,8.794634704109589,22195,45.7,1,0,0,0
1,all_other,0.1347,508.84,11.84228676,6.76,707,31.64394978082192,0,0.0,3,1,0,0
1,small_business,0.1221,249.87,10.96812932,1.41,777,14.96986301369863,3444,23.8,3,0,0,0
1,all_other,0.1316,118.2,10.77895629,19.6,687,7.1506849315068495,13632,50.7,1,0,0,0
1,debt_consolidation,0.1505,260.19,10.44592812,17.51,692,9.457648402739727,15708,95.8,2,0,0,0
1,debt_consolidation,0.1379,381.65,11.19547123,18.82,692,20.71244292328767,18384,43.5,1,1,0,0
1,debt_consolidation,0.1474,381.64,11.05089001,15.47,677,14.3836758,27780,74.7,1,0,0,0
1,home_improvement,0.1189,331.64,11.13453063,18.83,727,11.26027397260274,24185,44.9,2,0,0,1
1,debt_consolidation,0.1632,459.08,10.82972862,17.23,667,4.027397260273973,6570,39.3,1,0,0,0
1,debt_consolidation,0.1379,408.91,11.06657586,24.7,687,11.178082191780822,11972,72.1,0,0,0,0
1,debt_consolidation,0.1474,345.37,11.20536716,7.59,687,12.986301369863014,4073,81.5,2,0,0,0
1,debt_consolidation,0.1505,520.37,11.31203252,11.71,692,10.027397260273972,18126,96.9,0,0,0,0
1,home_improvement,0.1253,502.0,11.85651517,3.03,732,16.438470320547946,2732,4.9,0,1,0,0
1,major_purchase,0.1284,268.95,11.95675836,8.21,707,17.013698630136986,23021,78.3,3,0,0,0
1,debt_consolidation,0.1347,441.0,10.85892207,12.44,707,7.397374430136987,8898,75.4,0,0,0,1
1,debt_consolidation,0.1347,217.11,10.77895629,20.32,687,9.369977169863013,9216,38.9,1,1,0,0
1,debt_consolidation,0.0963,231.08,10.71441777,6.8,722,7.232876712328767,9500,31.1,1,0,0,0
1,credit_card,0.1568,471.65,10.58357482,18.08,677,9.400114156164383,18688,92.1,1,0,1,0
1,debt_consolidation,0.1189,215.57,10.59663473,23.88,717,6.164383561643835,6901,21.2,1,0,0,0
1,home_improvement,0.1189,165.82,10.9329641,2.23,747,6.2465753424657535,3200,43.2,4,0,0,0
1,all_other,0.0963,481.42,10.96044417,16.97,797,36.9041095890411,3658,5.4,0,0,0,0
1,credit_card,0.08,282.03,11.77528973,17.15,782,19.31518264931507,7181,30.3,0,0,0,0
1,debt_consolidation,0.1189,99.5,10.12647109,19.06,707,23.91780821917808,1952,26.0,0,0,0,1
1,all_other,0.08,313.37,10.91508846,9.6,802,15.205479452054794,2893,5.3,0,0,0,1
1,all_other,0.1505,138.77,10.10217446,22.48,662,18.822031964383562,4624,67.0,0,1,0,0
1,credit_card,0.0963,231.08,10.59663473,20.07,747,28.685045671232878,12776,68.3,0,0,0,0
1,credit_card,0.1253,284.47,10.59663473,4.47,717,13.167123287671233,7174,56.6,3,0,1,0
1,credit_card,0.1189,258.68,10.77895629,9.63,742,13.569977169863014,3501,23.5,1,0,0,1
1,debt_consolidation,0.1505,294.88,10.49127422,18.57,667,5.013698630136986,8297,72.1,0,0,0,1
1,all_other,0.16,175.79,10.77891462,3.73,672,4.191780821917808,3218,42.9,3,0,0,0
1,all_other,0.1316,67.55,10.18490001,14.54,717,7.726141553424657,0,0.0,2,0,0,0
1,credit_card,0.1347,339.23,11.08214255,8.51,697,12.411073060273974,15351,77.9,1,0,0,0
1,all_other,0.1221,666.3,11.16809439,15.69,802,14.79463470410959,114,0.3,0,0,0,0
1,debt_consolidation,0.1505,294.88,9.903487553,12.0,667,6.822031964383561,6574,79.2,1,0,0,0
1,credit_card,0.1505,312.23,10.89673933,23.8,682,9.205479452054794,35379,89.4,0,0,0,1
1,educational,0.1347,186.58,10.43399815,15.64,682,9.04109589041096,13403,83.8,1,0,0,0
1,debt_consolidation,0.1537,522.7,11.69524702,12.72,687,8.794634704109589,23997,36.9,1,1,0,0
1,home_improvement,0.0932,303.5,11.56171563,13.93,762,14.06027397260274,10828,14.0,2,0,0,0
1,debt_consolidation,0.1221,399.78,11.03127022,20.59,732,5.095890410958904,2941,56.6,1,0,0,0
1,debt_consolidation,0.0932,31.95,11.1123882,21.19,727,15.205479452054794,22930,51.2,2,0,0,0
1,credit_card,0.1442,481.36,10.88556602,17.0,687,5.013698630136986,6309,70.1,0,0,0,1
1,credit_card,0.1253,176.54,10.81977828,18.62,702,20.630251142465756,8063,64.2,2,0,1,0
1,debt_consolidation,0.0963,70.61,9.183174703999999,18.62,717,14.219178082191782,5209,46.9,0,0,1,0
1,home_improvement,0.0768,187.15,11.01039864,11.58,787,10.438470320547944,1157,5.2,0,0,0,0
1,home_improvement,0.0768,187.15,11.59910316,14.12,777,21.53436073150685,13430,30.9,2,0,0,0
1,all_other,0.1221,383.13,11.19821472,1.05,737,10.027397260273972,19,0.2,0,1,0,0
1,debt_consolidation,0.1284,588.32,10.81977828,14.21,717,9.452168950684932,19621,80.7,0,0,0,0
1,debt_consolidation,0.1442,171.92,10.30895266,11.16,672,11.42477169041096,9493,56.8,1,0,0,0
1,debt_consolidation,0.1695,712.54,11.65268741,15.74,677,14.219178082191782,13273,89.7,0,1,0,0
1,debt_consolidation,0.1221,369.8,10.38108726,23.71,717,8.465753424657533,14339,58.1,0,0,0,0
1,educational,0.16,225.01,10.30895266,5.76,667,3.5343607315068493,395,1.7,2,1,0,0
1,all_other,0.0963,481.42,11.66992921,4.24,797,12.493264841095892,5491,10.6,0,0,0,0
1,credit_card,0.0963,231.08,11.24723969,11.14,722,9.616552512328767,9222,48.0,1,1,0,0
1,all_other,0.0932,111.82,10.87804719,15.42,727,6.4110730602739725,2880,27.4,0,0,0,0
1,debt_consolidation,0.1758,431.31,11.08214255,8.62,667,18.328881279452055,21233,57.1,3,0,0,0
1,debt_consolidation,0.1411,342.29,11.00209984,18.92,697,6.328881279452054,16843,90.1,1,0,0,0
1,debt_consolidation,0.1284,504.27,10.71441777,6.59,717,5.589155252054795,12644,30.8,3,0,0,0
1,debt_consolidation,0.1221,333.15,10.81985828,3.0,717,9.405479452054795,6063,19.6,0,0,0,0
1,credit_card,0.1632,565.02,11.00209984,21.46,667,19.726141553424657,20702,82.5,2,1,0,1
1,debt_consolidation,0.1474,189.96,10.30895266,16.04,677,4.356278539726027,2640,80.0,0,0,0,0
1,debt_consolidation,0.0963,150.85,11.36210258,18.54,732,10.931506849315069,23096,55.3,1,0,0,0
1,small_business,0.1284,252.14,10.91508846,8.92,732,7.071232876712329,4590,17.7,1,0,0,0
1,debt_consolidation,0.1663,532.05,11.2586008,20.15,692,10.685045663013698,36123,98.4,3,0,0,0
1,debt_consolidation,0.1379,340.76,10.37349118,20.29,692,18.0,16354,63.6,0,0,0,0
1,all_other,0.1221,399.78,10.71441777,14.27,747,21.205479452054796,7224,73.7,0,0,0,0
1,all_other,0.0963,192.57,10.94552949,16.78,722,7.397374430136987,13066,24.9,1,0,0,0
1,major_purchase,0.1537,375.47,9.94251594,5.02,687,3.3013698630136985,1889,43.9,2,0,0,0
1,debt_consolidation,0.1253,167.34,11.24504602,23.29,712,12.411073060273974,40752,89.5,0,0,0,0
1,debt_consolidation,0.1316,675.41,11.65268741,9.52,717,22.61107306027397,22424,34.4,0,0,0,0
1,debt_consolidation,0.1442,275.07,10.47925786,24.63,677,16.10958904109589,8928,62.2,2,0,0,0
1,all_other,0.0737,60.54,10.54534144,14.49,777,13.561757991780823,1595,5.1,0,0,0,0
1,credit_card,0.0932,191.69,10.96819829,3.41,737,18.822031964383562,7711,58.4,3,0,0,0
1,credit_card,0.0768,155.96,11.6351431,1.07,787,8.630251142465754,4333,17.1,0,0,0,0
1,educational,0.1379,170.38,11.35040654,0.42,737,3.1232876712328768,890,6.4,1,0,0,0
1,major_purchase,0.08,282.03,10.85591733,8.4,792,10.60285388219178,2475,12.3,1,0,0,0
1,small_business,0.1284,672.36,11.15625052,16.87,747,13.7013698630137,4304,4.1,4,0,0,0
1,educational,0.1284,50.43,11.40756495,17.32,692,20.054794520547944,27248,79.4,1,0,0,0
1,all_other,0.1253,80.32,9.998615897999999,23.73,707,4.438470320547945,3228,38.4,3,0,0,0
1,all_other,0.1189,232.15,10.89807177,17.95,712,13.479566210958906,14968,28.1,1,0,0,0
1,all_other,0.1347,169.62,11.08220409,18.92,687,15.205479452054794,0,0.0,1,3,0,0
1,home_improvement,0.1347,308.7,11.03495418,7.61,702,22.112328767123287,22493,30.9,1,0,0,0
1,educational,0.1442,182.23,10.81985828,15.24,672,7.561757991780822,2401,57.2,0,0,0,0
1,credit_card,0.1221,199.89,9.952277717000001,11.77,712,41.506963479452054,8680,24.6,0,0,1,0
1,debt_consolidation,0.1316,236.4,11.40756495,5.83,697,19.561757991780823,8091,36.4,0,0,0,0
1,home_improvement,0.0963,192.57,11.27720313,9.92,767,9.863013698630137,1431,4.4,4,0,0,0
1,credit_card,0.0963,192.57,11.26446411,7.29,727,7.32054794520548,11646,33.8,3,0,0,0
1,small_business,0.1843,181.85,9.903487553,10.32,697,4.232876712328767,3688,97.1,1,0,0,0
1,debt_consolidation,0.1284,336.18,10.23995979,10.89,712,6.493150684931507,9020,56.7,1,0,0,0
1,credit_card,0.0963,247.13,11.28978191,24.5,737,25.64394977260274,13734,75.5,1,0,0,0
1,debt_consolidation,0.1379,195.94,10.858999,18.58,687,15.238356164383562,6180,92.2,0,0,0,0
1,credit_card,0.1347,569.9,11.22524339,13.63,712,17.835730594520548,15646,81.9,1,1,0,0
1,debt_consolidation,0.1284,336.18,10.59663473,19.44,727,12.246575342465754,17944,57.5,0,0,0,0
1,debt_consolidation,0.1379,136.31,10.59663473,13.68,682,6.4110730602739725,4764,79.4,2,1,0,0
1,credit_card,0.16,269.84,10.49127422,16.37,667,4.027397260273973,16083,71.8,0,0,0,0
1,debt_consolidation,0.1505,249.78,11.22524339,8.0,677,12.164383561643836,17321,87.6,0,1,0,0
1,home_improvement,0.0932,223.63,11.91839057,7.5,762,6.4110730602739725,79333,4.5,0,0,0,0
1,all_other,0.1411,684.58,11.00209984,22.24,702,12.082191780821917,9520,76.2,0,0,0,0
1,debt_consolidation,0.1379,245.35,10.58354949,18.57,682,6.493264841095891,9625,56.0,2,0,0,0
1,credit_card,0.0963,385.14,10.66895539,22.02,752,7.6905251150684935,22486,26.6,0,0,0,1
1,major_purchase,0.0963,256.76,11.73606902,10.53,742,34.35627854794521,9348,49.5,2,0,0,0
1,all_other,0.0932,159.74,10.37349118,1.13,752,10.356278539726027,833,8.2,2,0,0,0
1,all_other,0.0932,159.74,10.98494147,10.46,777,8.49326484109589,152,0.6,1,0,0,0
1,debt_consolidation,0.1505,85.87,11.184421400000002,19.87,672,13.150684931506849,5517,34.1,2,0,0,1
1,debt_consolidation,0.0963,462.16,11.06657586,16.78,762,12.493264841095892,11160,14.9,1,0,0,0
1,all_other,0.1632,176.57,11.87756858,4.35,667,22.438470320547946,157,52.3,1,1,1,0
1,small_business,0.1537,871.16,11.40645322,22.59,702,13.643835616438356,30523,77.7,1,0,0,0
1,debt_consolidation,0.1568,280.02,10.91643301,22.18,667,30.49326484931507,43110,93.3,1,0,0,0
1,credit_card,0.1442,238.96,10.1266311,18.0,672,10.356278539726027,9394,44.6,3,0,0,1
1,all_other,0.1316,675.41,11.23848862,16.56,712,8.890525115068494,21118,65.2,0,0,0,1
1,credit_card,0.1253,167.34,11.10122093,16.55,722,22.685045663013696,24345,93.6,0,0,0,0
1,debt_consolidation,0.1347,417.25,10.37361617,22.08,697,14.301369863013699,10543,29.1,0,0,0,0
1,small_business,0.1411,61.62,10.71441777,15.68,677,19.15068493150685,17826,92.8,2,0,0,0
1,all_other,0.1316,405.25,11.2771525,17.96,702,8.876826484931506,754,9.5,1,2,0,0
1,credit_card,0.1379,545.21,11.28978191,10.95,702,9.369977169863013,13742,64.5,0,0,0,1
1,credit_card,0.0768,31.2,11.35040654,2.82,767,17.26027397260274,7603,20.7,0,0,0,0
1,debt_consolidation,0.1474,379.91,10.85892207,10.87,677,7.643949772602739,11419,84.6,1,1,0,0
1,all_other,0.1253,100.4,10.30895266,17.8,697,9.452168950684932,1568,44.8,1,0,0,0
1,debt_consolidation,0.1221,106.61,9.903487553,5.04,722,14.46586758082192,3246,22.2,1,0,1,0
1,all_other,0.1253,669.33,10.88743693,10.56,747,17.34246575342466,25121,88.4,1,0,0,0
1,all_other,0.0737,55.89,10.28465997,7.25,772,20.221917808219178,6469,14.9,1,0,0,0
1,debt_consolidation,0.1474,690.74,11.184421400000002,10.43,687,8.712442923287671,13693,68.8,0,0,0,0
1,all_other,0.1442,137.54,9.740968622999999,8.26,697,3.2356164383561645,3090,55.2,0,0,0,0
1,debt_consolidation,0.1695,427.53,11.40756495,16.53,667,3.6220319643835617,15534,87.3,3,0,0,0
1,home_improvement,0.1221,333.15,11.112447900000001,11.77,742,14.054680364383561,220,4.0,1,0,0,0
1,debt_consolidation,0.1379,340.76,11.16863071,24.91,692,24.246575342465754,6344,32.4,0,1,0,0
1,all_other,0.0932,191.69,11.08214255,9.73,762,16.04931506849315,717,2.7,1,0,0,0
1,debt_consolidation,0.1505,693.83,11.31498659,16.54,697,17.17808219178082,12147,91.3,0,0,0,1
1,debt_consolidation,0.1821,290.07,10.55518754,10.76,672,5.424771690410959,9961,99.6,0,0,0,0
1,debt_consolidation,0.1442,481.36,11.15619338,21.21,692,15.698744293150686,40125,92.0,1,0,0,0
1,home_improvement,0.1853,262.21,11.32659589,4.41,672,16.76723744383562,12513,99.3,0,0,0,0
1,debt_consolidation,0.1253,401.6,10.87804719,20.15,737,16.273972602739725,18154,54.4,0,0,0,0
1,small_business,0.1284,268.95,11.30958454,4.97,787,10.767237443835617,11,1.0,3,0,0,0
1,debt_consolidation,0.1221,399.78,11.01862914,17.7,762,13.235616438356164,12416,21.9,3,0,0,0
1,debt_consolidation,0.1253,200.8,10.43399815,24.71,702,10.767237443835617,8375,58.2,1,0,0,0
1,home_improvement,0.1379,102.23,11.40756495,17.63,682,12.904109589041095,6345,90.6,0,0,1,0
1,debt_consolidation,0.1221,466.41,11.849397699999999,0.32,747,4.438470320547945,3926,11.5,0,0,0,0
1,debt_consolidation,0.1442,515.74,10.73630972,11.48,712,8.136986301369863,16727,53.1,2,0,0,0
1,debt_consolidation,0.1379,408.91,10.51888938,13.46,702,8.794634704109589,4800,94.1,1,0,0,1
1,all_other,0.1379,374.84,11.15619338,14.8,687,8.794520547945206,10619,47.8,0,1,0,0
1,debt_consolidation,0.1632,141.26,10.57131693,9.72,667,6.493264841095891,10490,96.2,1,0,0,0
1,small_business,0.1221,399.78,10.75790288,19.38,727,11.26027397260274,9554,34.2,1,1,0,0
1,debt_consolidation,0.1347,271.39,10.71441777,21.68,687,7.479566210958904,12000,82.2,0,0,0,0
1,credit_card,0.08,219.36,11.13470581,8.22,752,23.506963471232876,2932,17.2,0,0,0,0
1,debt_consolidation,0.1347,590.26,11.58058411,13.38,707,15.287557076712327,35598,57.9,0,0,0,0
1,home_improvement,0.0768,168.43,10.4491745,10.53,797,15.452168950684932,5133,7.3,0,0,0,0
1,major_purchase,0.1537,174.24,10.46310334,11.67,672,5.671347032876712,8105,87.2,1,0,0,0
1,small_business,0.0932,278.74,10.858999,16.59,757,15.123287671232877,43232,41.1,0,0,0,1
